,Actual,Predicted
4058,13300.0,11839.692459247808
4836,6500.0,9039.640879777777
6391,11600.0,10567.328895798682
3524,4500.0,4871.758571824542
6861,21700.0,23238.86135754357
1488,7500.0,9917.058415375695
4731,9400.0,8321.908849970909
5763,28100.0,23228.258993655694
2273,17900.0,12833.439491588126
6480,8300.0,6900.180906507219
9241,8300.0,8512.284387012163
7238,3400.0,4480.882538786237
5955,3000.0,8742.158090146391
1840,3500.0,7315.161742033771
292,7000.0,10706.21856149137
3412,5000.0,10912.263794644006
4977,5800.0,6365.169731269545
2420,27800.0,24063.28859695845
6005,6700.0,6777.801429151473
4844,9700.0,9328.041084012646
7800,9100.0,7725.694690480507
5403,8200.0,5797.9957331599235
353,8500.0,9489.96522538658
304,12500.0,10820.358105474003
6692,10100.0,8861.67330107166
2910,2500.0,3370.0640777216117
474,17200.0,14466.65586234125
1726,9300.0,8223.809070652518
3080,29500.0,24527.407605040582
3145,16800.0,11986.977033441555
3819,13300.0,10856.03545301785
1793,3100.0,5541.510568667672
2864,6300.0,10625.68302445225
5228,9600.0,9157.07214516869
7441,2500.0,5050.307862934051
6720,20500.0,24397.67121500079
9447,9900.0,11755.991722386505
5766,26400.0,26792.37847208486
1224,27800.0,25892.1914919
795,8200.0,8347.2745737949
5657,6600.0,6659.346023443229
7859,11100.0,11222.161495385926
4371,11000.0,11377.732325658628
9416,9400.0,8911.080136478318
745,12400.0,10285.910981039266
8160,2500.0,4396.738368840055
4779,31100.0,27261.351602087263
3941,16100.0,13355.667744083266
1919,7800.0,9238.690047654305
379,10800.0,9843.268584807747
2862,10800.0,12616.123724171735
8332,7300.0,11979.924362548367
9214,8600.0,7547.94391526869
8522,12100.0,12040.27350030343
5809,9900.0,9749.502331259077
3279,9100.0,9396.38915250132
3894,14800.0,11533.373355316106
23,3400.0,9236.207745034962
9123,17100.0,10743.736596457884
3616,11700.0,9766.21280974135
7094,22600.0,24653.54567402201
5196,28900.0,24583.043293069633
2304,11300.0,11443.76074433368
5397,8100.0,12192.191512650832
5071,5700.0,9102.173049237112
7381,8200.0,11020.796458223762
1739,11700.0,12705.321467330123
1020,24300.0,25862.523333045272
9361,7400.0,10030.597284532407
3334,10000.0,10790.523720655045
1747,2500.0,6888.606162810977
8250,6800.0,9266.570530976516
3624,5400.0,8236.651848680565
1562,10300.0,8241.438273058924
1355,8900.0,11833.573298384097
4825,15300.0,11777.934918147972
2818,13300.0,10312.753287418664
7993,7500.0,5930.859286168479
653,9300.0,9180.319481332504
4416,6900.0,11482.11938706214
6682,7500.0,8216.366090378282
6961,28600.0,25083.226982594584
1318,10400.0,5808.44474035306
6816,4300.0,6588.366036481266
3282,15600.0,9990.375233177983
6897,6100.0,7225.032480851263
6786,7700.0,8667.496625523543
7037,29500.0,26929.054938090485
8057,14200.0,13495.881733875749
2957,12200.0,11447.352922123142
3956,4600.0,6015.043224521367
611,7100.0,10773.844791748148
9222,7100.0,7485.224652314425
7997,12300.0,9203.585031771263
7944,11300.0,6897.673802969897
1402,7500.0,9319.218197408847
8895,14800.0,13599.778390691306
1076,6400.0,5628.122610445321
7262,5700.0,5668.288874948239
554,5200.0,11406.614602531465
2157,3600.0,5888.064857887692
511,2500.0,7522.549370368059
1328,20800.0,23535.492924528513
8744,17500.0,12199.93647934682
6478,18200.0,13880.719756477023
4794,9100.0,8486.316243579186
3519,11700.0,11005.668637578598
3861,17800.0,9588.640523362219
8394,9800.0,8708.272612038138
5076,2500.0,3597.737713863568
2114,21000.0,22102.715603518063
9086,12400.0,11928.739289417204
7362,13500.0,11433.357938880874
3169,3600.0,5832.923686437318
967,7200.0,9820.503046584388
2239,11300.0,13840.400491623155
6444,7300.0,9039.812920180218
1426,5700.0,5346.974823168121
8646,7700.0,10256.751839611248
5100,37100.0,25648.0916424451
4185,2500.0,4399.385872917498
7152,11800.0,15642.615150438316
4861,9700.0,13527.813574414653
9092,10300.0,8778.50864266641
1934,6100.0,6152.316490672392
1568,24700.0,24577.877700696885
6795,4500.0,4662.592110361423
3060,22900.0,21170.85979008906
14,8500.0,12900.293489880836
1981,6400.0,7102.307639581421
6717,7700.0,8011.154220154044
8490,18000.0,11304.581004610136
2762,4600.0,11507.729217290813
8012,11900.0,5683.651725253309
3465,6900.0,8776.653925434633
2133,7500.0,6927.144985947455
8539,10200.0,11279.310416622076
7580,13000.0,7183.860728233941
934,8100.0,6960.220484175746
1962,5500.0,8337.470615038994
9481,9400.0,9683.846080024243
2471,10400.0,10769.277185261672
4216,8700.0,6100.598387159924
1790,9200.0,9215.410462763728
1915,12500.0,14422.872149672543
7463,13200.0,10808.092583356942
1432,12700.0,12123.224493838654
6962,21400.0,13853.85142797858
8019,30200.0,18541.292037771145
5866,12500.0,7584.774143947496
3703,9600.0,19894.359400416408
8551,12500.0,12432.836442505353
5325,4900.0,5544.515653229065
3146,10400.0,9972.017978058104
3006,13800.0,11399.700795295788
8387,11500.0,10479.505411848391
7510,12500.0,9353.182595900602
647,2800.0,7213.74702748095
6593,9900.0,8870.797163212008
3708,16600.0,26439.489741650323
3886,4700.0,6063.851562197407
2498,11000.0,11729.363646748781
58,14600.0,13530.38372944304
9460,9000.0,9497.888511506786
2110,15700.0,23179.92095073642
4042,4900.0,10059.817171511851
3846,11900.0,10828.660937319408
6394,13600.0,11962.406192492144
7159,29900.0,22822.33874509464
7544,7000.0,8751.23336911359
1472,11300.0,13555.325926101872
676,9400.0,6923.1451136929645
2907,11500.0,11020.796458223762
2963,7400.0,6626.386199332477
4936,11800.0,8154.525874035544
7678,4500.0,8157.283477095214
2715,7100.0,5747.959902336714
2067,2500.0,3878.6738086919704
2945,40800.0,26525.50075006408
3870,9500.0,9649.171661141909
1123,18000.0,13398.035162481578
866,12700.0,10744.454931515837
2663,27800.0,27012.750416806804
7672,12600.0,9199.729753167245
4104,15300.0,9992.061344289094
2453,12600.0,11289.67478470288
2189,13300.0,9950.000082042363
1468,17800.0,12030.67535816314
7276,10600.0,9318.65440096807
5259,10700.0,6742.408411015482
3892,27100.0,19424.390064689374
7405,4500.0,6784.453504936315
4007,2500.0,10228.822540292793
4867,7300.0,6748.81008745862
6071,12000.0,13021.073924889623
1263,14200.0,12790.885481158366
8220,9200.0,6713.648821638464
3745,9000.0,10769.815985198573
4215,18200.0,27562.221449795743
3312,9500.0,7592.1493735360655
4024,12500.0,8921.30192075019
5247,13400.0,11309.770863852347
9040,13100.0,9446.54732584659
766,2500.0,8980.81909728762
4808,7000.0,8233.999736038406
2927,8100.0,9655.894913494667
5106,22200.0,25145.320743043463
7799,9700.0,9998.774167925945
462,13100.0,9759.807847524988
2392,8700.0,9830.852931040301
7887,9900.0,6600.313441862914
3912,6300.0,8921.30192075019
7145,21200.0,14061.430007403074
8698,18900.0,12917.888218246482
4277,8300.0,9270.231569085201
7430,27900.0,21405.847469201395
6373,10100.0,10129.203670847543
828,9500.0,8689.600536184542
5829,15000.0,10708.18037049485
8500,5300.0,8767.19963895486
3210,7200.0,9746.597440880658
9096,5800.0,6187.050291480218
4385,6700.0,11234.321603178925
6312,13200.0,9555.933495204976
8263,8500.0,7255.16149764388
1346,7400.0,9034.005124121608
2075,9100.0,11100.54541655497
4812,14500.0,9329.529317452405
3037,8900.0,9515.31998472107
8025,16500.0,11903.056945431403
221,5800.0,8737.751616026804
5050,8500.0,7969.239283446779
858,10900.0,10701.387942617166
7178,12700.0,13663.033129421307
2456,9800.0,10743.736596457884
1175,7100.0,8947.801008841892
1791,14000.0,12996.111143248341
7978,16400.0,26792.37847208486
9021,5600.0,4465.975137626824
994,9200.0,6444.304069045949
4623,4200.0,8073.9473146262835
730,9300.0,10033.241107261949
4113,8500.0,7353.153031216083
5331,8500.0,6077.1014793558525
6520,15500.0,13432.929768279771
4267,12400.0,11860.042882826703
6349,13800.0,11289.67478470288
465,8700.0,5551.223745524451
5918,9000.0,7917.260917008775
157,7700.0,8646.306252640645
7888,16400.0,9787.759031769298
3855,10900.0,9117.971801840473
2820,2500.0,4396.750990803699
185,2500.0,3946.345217155465
1002,6700.0,12681.053082598415
2375,19900.0,26473.807548835975
400,2500.0,3946.374437934686
4062,34000.0,25647.692350528003
2554,12000.0,11813.127609105977
6599,10400.0,9896.32289330949
2913,3200.0,5419.09595817448
2531,9800.0,6480.960517096769
2754,3700.0,8841.64706114582
1557,15200.0,11086.791404789165
7976,9400.0,7783.002521833055
9317,8800.0,7999.600977100801
1731,2500.0,3478.056401493839
8112,6700.0,6728.0453395439845
2833,7500.0,6556.5591091770875
5819,12300.0,9610.351174089154
3620,2500.0,4950.867092346033
4075,12700.0,8731.293225277244
4081,14300.0,10377.422014660458
6581,9400.0,12016.787170154543
1009,4800.0,8286.626427978572
2215,5400.0,14422.872149672543
5011,8700.0,8934.50509169849
5452,11300.0,10221.495685996158
6273,9100.0,7647.7085726063315
6855,7200.0,6772.38150900533
5257,2500.0,5217.081612378768
7398,10300.0,6633.475522276695
8611,11900.0,9336.620690223215
879,7400.0,11027.874453095596
5884,9500.0,9544.391671651896
2603,3400.0,7496.93185241444
2319,10400.0,7487.342598943593
3538,16300.0,13502.884551811463
1330,9700.0,10479.505411848391
6859,12900.0,8986.00106066779
8693,14400.0,10938.811227571054
883,16800.0,12244.480816107254
5911,6000.0,10872.761259469462
9423,13000.0,10489.042845849546
211,14700.0,12147.471716060876
4856,12000.0,10529.6250539668
1718,24000.0,22371.187458343353
5169,9900.0,12179.543652301856
6255,8200.0,8727.576466159277
3352,11000.0,13021.073924889623
4919,13000.0,10630.90876717775
4668,6300.0,6154.432147579713
5400,20200.0,23470.836948201148
8188,12800.0,7071.491902868554
3094,12800.0,10769.815985198573
8703,9100.0,10565.21937198916
2115,7300.0,14443.914560386827
4450,7200.0,9078.72312799303
1373,9400.0,12199.586459464535
6094,7800.0,6207.245436433918
914,6300.0,7057.544830583896
12,9900.0,11987.728574817878
3280,10400.0,10477.470630821661
6447,6100.0,6638.251081737698
736,31500.0,22224.156176222823
453,6700.0,12356.899822214145
5206,12300.0,12016.787170154543
927,16000.0,14033.460028788599
6145,6800.0,4827.731512159315
37,13600.0,9630.872819991955
3706,11600.0,10998.230082896782
9520,9300.0,8210.136208047328
6760,10800.0,8429.310409616273
940,17900.0,12876.125866647148
7456,15200.0,12915.145722133762
5309,12100.0,9488.686026374313
6547,30200.0,25726.449294665017
6157,8600.0,13594.838347780742
4319,5600.0,8683.857311576308
738,2500.0,6588.366036481266
538,4000.0,4837.838061601479
2742,3700.0,6676.041503230526
1530,12900.0,9357.300836990178
5130,9200.0,9331.37297358345
6180,2500.0,4674.17607063879
4705,14500.0,8489.134755834291
4156,11300.0,11303.589242890164
2874,12100.0,12844.858775405057
4296,2800.0,8870.797163212008
7757,8000.0,8794.503487970454
8020,2900.0,7041.792401486184
5634,7500.0,9405.282706358894
8857,10700.0,12022.976358413407
6201,22700.0,24837.51282524925
7670,8700.0,10494.650474353604
2492,22700.0,18717.587550185435
5614,8900.0,6554.322878587168
2867,4000.0,5954.274701927065
3254,6200.0,7944.871112605756
2291,6500.0,10661.233216376728
8961,8800.0,8746.788916276852
6963,20500.0,25280.71598641148
8134,7600.0,11244.874495057087
3353,6000.0,9210.603463092966
4122,5000.0,4931.419396427835
8276,17200.0,12510.927736956268
5617,32800.0,28440.778766541705
5368,22700.0,21233.989357903738
8845,7500.0,8719.326919369118
6782,10100.0,9299.972872797263
5662,13000.0,8501.910935503653
1261,8800.0,6835.037455266835
3166,18000.0,12589.753353801365
8128,5400.0,7152.805221018138
5070,5200.0,8524.49197400174
5775,9000.0,10770.349389720433
3057,17000.0,11877.33543692442
1662,2500.0,10056.583920922802
4701,11500.0,10245.649587030071
4222,2500.0,6410.368111966222
3050,9100.0,7553.35340347096
6159,8000.0,8456.91479730341
4582,26000.0,25347.311938038016
8514,34600.0,29489.94413023567
7267,8100.0,7251.421312304504
2609,13500.0,12676.817490973426
8260,11700.0,8283.443488539615
4273,14200.0,11002.988435941674
8726,11900.0,11194.437126117235
4639,4100.0,7550.206429966871
5190,11300.0,14079.915081734107
1516,10400.0,12745.717371414074
7550,11700.0,21206.572160387044
6531,7300.0,9485.113205020489
3710,15300.0,11472.086300903518
4518,5900.0,6264.764312803408
1835,11500.0,12147.471716060876
8604,2500.0,7832.926856963287
2301,5300.0,6240.943098212229
4429,7300.0,8240.787339342996
5181,6000.0,10185.431196213027
6462,9900.0,9961.676820479572
7990,11100.0,11567.97413789227
9357,5500.0,5419.09595817448
7936,5700.0,7183.860728233941
5703,2500.0,5619.068099638463
1310,2500.0,3829.5173454148025
2960,7900.0,11478.827393260552
2569,6200.0,8077.739516172174
9036,9300.0,10828.660937319408
1153,9900.0,5819.6158633477135
8843,7400.0,11037.296458223766
4898,25200.0,27148.146379945272
2840,32600.0,27915.30764486255
8537,14800.0,13555.325926101872
8745,6500.0,8839.227299416398
6854,9000.0,10788.344791748148
605,15600.0,21410.55287665091
5028,17100.0,12019.303156115062
6250,15900.0,26749.31542341361
7439,15500.0,8837.862087892778
7701,12100.0,12462.65479437073
4071,11200.0,8082.840007140785
3994,9000.0,8343.793501753686
3082,11400.0,12775.402639751877
8076,10100.0,11412.078070873678
496,9800.0,10642.401602611957
2883,35200.0,23054.43207057877
758,5300.0,9588.283547090798
7581,4300.0,5095.155967976843
4862,12600.0,7221.29414868821
1022,6900.0,5066.687898222055
8336,4600.0,8594.878839142842
3582,5900.0,7408.222179381381
8023,8100.0,8787.970209713752
1057,4800.0,6249.645212994449
1315,12700.0,12676.817490973426
4610,13500.0,7811.928316263518
2464,10400.0,10578.833258190753
7007,6500.0,9292.30763670351
1543,18000.0,11520.35844704814
5143,13000.0,10660.341738469344
8165,8000.0,9680.215310006588
2932,8800.0,8458.172002743873
2275,15400.0,13180.930524967247
8372,5600.0,6451.632059546773
724,9000.0,8798.706573151434
3105,5600.0,7018.199730157971
6774,6300.0,7561.837010104022
4938,5200.0,10167.368497197036
1127,2500.0,5969.102711377287
6177,5700.0,9744.042352639548
4635,10200.0,13641.587646477725
5570,19500.0,13259.087608252763
3720,9200.0,11098.550711560189
2484,3400.0,4668.169790445554
2455,7800.0,7613.328743973592
149,9700.0,11887.094810272127
7135,10300.0,8904.997624646845
9266,11800.0,11275.328937066444
4634,8900.0,8015.63924167332
6365,30100.0,25204.221541244024
1672,2500.0,4261.1385900787145
2165,6600.0,8154.1484638678885
8430,7100.0,6898.04301731308
1617,5500.0,7791.940541293456
7300,7100.0,8186.823283404324
9511,9400.0,12035.645332821354
5216,14400.0,12435.311763999467
5970,15000.0,12917.888218246482
5035,8000.0,9097.243603715526
4988,10300.0,12444.73533830787
4333,15400.0,10818.217062080332
7379,14100.0,9581.452664376782
550,11000.0,6894.59039467814
8626,8400.0,8968.25029746872
2124,13100.0,8306.274606849573
1626,8100.0,24380.59019306573
17,8800.0,9234.038842278742
8896,10200.0,12315.13985346371
8837,28900.0,26753.93445119237
4265,5200.0,6125.266293478106
8016,4900.0,5775.501613748666
3299,7000.0,9440.717141739566
3668,3200.0,4956.579609184448
4368,22100.0,22467.107225247208
3838,13800.0,13259.750211837241
3079,17700.0,24494.4055242013
7541,10900.0,12780.300704747408
1095,2500.0,4400.116024517712
8501,2500.0,8555.00917874592
7496,5500.0,8231.229843578465
7387,9400.0,11098.246479203119
3333,10600.0,7537.0404164631245
4721,10600.0,11625.93952946274
168,4300.0,6072.649717366249
9507,5400.0,6279.537256754829
9075,26700.0,26298.57387309654
1483,15100.0,12999.470660725683
4159,5900.0,8738.03120842596
2948,14500.0,10622.349016580065
7661,15300.0,10587.549691118915
8952,29500.0,21650.62500077361
2689,15300.0,13325.570068109671
4366,7700.0,8322.838758111546
3995,10900.0,9904.353085817369
3154,37600.0,22579.404129434664
8877,38000.0,24021.0260966339
718,18300.0,10427.57088266087
5851,14400.0,11511.876230067532
7049,11500.0,8487.798378210031
1298,12800.0,8856.173695787918
1794,3400.0,8498.747240401884
8351,10900.0,9983.575062310185
6419,14400.0,9932.728489218889
3597,6300.0,10106.208223815145
9450,7100.0,5742.256949410002
4772,9300.0,9317.285396806908
1287,10500.0,8860.996037633324
8127,7100.0,6712.672023205063
5736,6400.0,8858.1811462482
3142,4600.0,6789.337512838871
6076,15200.0,13753.333119958932
6664,8300.0,7704.118884418217
6685,15900.0,12209.777633231239
6847,10600.0,11535.308468175293
5308,14100.0,12239.775236408235
4613,3800.0,4403.92587436046
4813,5700.0,5836.299051805378
6182,10700.0,9317.64394367493
4048,3500.0,6151.902368318877
5497,4400.0,25618.741922557143
6025,7000.0,8483.898987550801
7169,15100.0,9683.846080024243
449,2500.0,7300.949585807441
7977,31800.0,28286.728200083668
809,20400.0,23117.139105426253
6871,18100.0,13433.436712724217
7120,16500.0,10557.720177220928
810,10000.0,8791.405976871994
3422,7300.0,6948.480687282573
6399,12500.0,10987.162870243115
8288,7100.0,7624.353842876602
9319,5700.0,7086.957292815519
1593,27700.0,27006.60585020157
5632,10300.0,10580.953828895575
6967,13600.0,9213.227538256784
8013,7400.0,7311.361324985392
8870,14800.0,13357.724147364495
2094,11000.0,9746.597440880658
682,10200.0,10596.177775256547
2303,9800.0,10760.796642962945
9257,2500.0,3456.291223547924
6210,5200.0,8755.084228112746
8243,29200.0,22785.67086324676
4929,2500.0,3655.160689035265
2718,8900.0,9328.266353724888
4827,12000.0,11497.872295556974
2855,26200.0,25013.776465455157
6788,26800.0,25943.30771598599
3859,11700.0,8955.155026060864
6081,6600.0,6839.230640013635
5164,12100.0,10912.263794644006
6390,21000.0,23745.18326706167
1416,10300.0,12292.323102397797
8248,4800.0,8040.753991638812
8237,11800.0,9408.7539051811
9331,9400.0,8429.310409616273
1877,12600.0,7843.006476000266
2836,5200.0,9770.543646717606
6888,10900.0,10768.575540486016
2227,7300.0,7993.231038666497
429,14900.0,11762.365300746385
4710,3500.0,7183.942474856606
1470,8800.0,9455.133608421012
385,9100.0,9646.733767309204
6133,5200.0,9576.060027725878
252,4600.0,7060.583618573095
2231,5200.0,8474.94562001022
8118,32300.0,24055.27699507413
3315,4800.0,9118.608681651767
3053,12000.0,11969.080195834886
9061,12000.0,12404.22634027628
4716,11200.0,9743.80664483591
6352,5600.0,5649.8640985181255
8295,4900.0,5974.646588160598
4354,6400.0,9170.265300144607
1055,9200.0,8911.2947695503
233,2800.0,10983.090538383327
8158,5500.0,6222.567997113237
7487,7700.0,10771.415690581995
8607,7900.0,10782.369998871529
6120,2600.0,5841.538346796287
9409,13100.0,9352.352758141726
3469,9500.0,9163.254508943653
811,12400.0,11512.590376273407
7951,11900.0,9586.41198001774
6463,12300.0,13512.925476559738
1862,14000.0,10412.54842306058
9269,9900.0,7947.827674619917
7156,6400.0,6931.9374235863825
7082,6000.0,6073.399717366249
6068,6900.0,6400.098203438165
7422,2500.0,4926.741963629134
4447,3700.0,8045.152720701942
111,13800.0,10268.30271696214
2310,4800.0,6728.0453395439845
2168,39900.0,25640.023785483812
5262,8200.0,10968.080851024033
2973,5200.0,7919.2337007604365
1452,8500.0,8077.739516172174
101,9700.0,12393.190046107256
319,8200.0,5504.109137785507
8386,5200.0,8330.234065328008
2233,12000.0,8452.662156874903
625,6300.0,8147.190355506687
5271,10100.0,12881.233647691986
6781,5400.0,5995.640205650986
2682,8200.0,9127.543903608283
2921,4800.0,6664.222332304231
1195,15300.0,11172.101841836296
5274,16500.0,13231.944526842039
2248,19500.0,23265.45098863576
7929,17000.0,24152.867808672294
6676,3800.0,7004.315485854551
334,29500.0,23608.996183157833
2627,5000.0,9786.093140533307
1880,2500.0,4999.788894225866
6718,10300.0,11132.585360306723
7540,12200.0,9051.590437716897
5843,7400.0,5341.01229906635
4645,9100.0,9681.35663543039
461,17200.0,12553.827661045652
6187,10200.0,8912.671568362834
1052,12300.0,10545.643462042364
696,6200.0,8135.129595853718
8,8100.0,6012.148137369365
99,8100.0,5932.120791279362
9313,10900.0,12160.571113724603
1456,12300.0,10312.50133358956
6916,10500.0,11412.078070873678
3245,5100.0,9206.362009609164
3128,12200.0,9537.457079229056
3960,24700.0,27008.872475630335
4554,33400.0,24734.51959074686
31,10100.0,7647.3780793954675
3078,11400.0,11118.159804987505
2588,22800.0,23161.14953396085
3826,14100.0,13335.147384534856
8851,10100.0,8579.643011741991
5942,6300.0,6541.837211748382
8083,9200.0,8138.057205857471
1414,7800.0,9738.15791359901
540,31700.0,21881.940461374536
5224,10400.0,10979.375808557204
3132,3500.0,6048.217000712614
4533,20100.0,25559.634831547268
3244,4400.0,7567.254852746321
3704,12400.0,8579.889412033433
2221,11300.0,9501.877618224009
7914,12200.0,6454.80171585042
8167,11500.0,9873.549787951906
4903,9400.0,9036.248287185184
4883,13100.0,11947.008661481095
9065,10300.0,9570.340579230175
3007,9500.0,9498.747759133852
5865,6100.0,7709.460667004769
2543,9000.0,9214.665215905115
1575,6200.0,8429.009587005783
7401,6100.0,10183.13279460689
7742,13100.0,11576.267206346625
2272,13300.0,12538.044142450897
5594,17700.0,24582.877700696885
4584,17500.0,14033.460028788599
9131,14300.0,11290.94201677499
5096,5900.0,6585.512575479266
6513,10400.0,5808.44474035306
5128,9200.0,11134.86656677079
4344,11700.0,12780.300704747408
601,8200.0,10463.58100383295
2517,12500.0,11384.893876777429
8487,9600.0,9229.924953389855
6972,21100.0,12844.858775405057
5234,29400.0,28516.538430593897
1044,11400.0,11106.29346059112
6261,9100.0,22785.91261494744
3033,10100.0,11443.492616686977
1864,6900.0,6294.997646136741
7834,13800.0,11937.287434961216
6322,8200.0,8947.801008841892
2770,12600.0,13357.724147364495
5581,8800.0,11440.514598902168
291,6200.0,8154.658839228039
5728,6900.0,10196.914039169498
3853,13500.0,9201.55625793288
4031,14300.0,11472.432291767129
6850,12000.0,6059.244669264019
6504,15600.0,13291.58138066841
6681,8800.0,7597.926748931619
618,8700.0,9535.77363152333
5597,9500.0,8270.659051748236
4922,14700.0,7157.036020492398
594,5400.0,8567.850732098144
8763,11700.0,11431.75492683676
8054,23800.0,20224.52062233649
5386,30500.0,24447.58894053235
7696,4200.0,7057.712889892933
4718,8700.0,9996.03295553927
2683,4900.0,10056.583920922802
3143,36700.0,26525.50075006408
2935,6100.0,9496.674156168332
3405,13000.0,11813.127609105977
7720,5200.0,8165.7149779575175
6004,8700.0,8498.747240401884
7637,8600.0,10109.500211380711
6282,19900.0,10382.668695881412
2413,8900.0,12878.986878060847
7642,8300.0,9136.99666885192
6392,9700.0,11945.443444089791
5129,8200.0,8212.460962572763
4766,7700.0,7018.237976498099
1561,5300.0,7960.544811871548
8065,11000.0,11100.49709245946
6101,2500.0,8053.817140939221
4414,2500.0,5922.86044436795
3529,10200.0,8027.070662634834
2152,9300.0,9377.877327067758
9402,7000.0,7465.744407941145
5841,6200.0,7695.585074017173
7899,4200.0,7251.421312304504
3151,10600.0,8487.245173475578
8294,2500.0,5744.617834159997
5623,13000.0,13675.188904232247
7969,2500.0,6705.536457539769
8254,12100.0,9882.828017763482
3021,7100.0,6712.672023205063
393,20800.0,25023.42869670658
5730,10000.0,9685.289151848829
5861,2500.0,3629.110910111764
1322,15800.0,12983.181808738476
7542,7400.0,7850.131786114761
4313,24300.0,26406.644781937368
8827,11000.0,10835.535517471644
8450,8000.0,6740.648520905592
3827,13000.0,13769.490928515548
7080,7200.0,11689.728807198027
7011,18500.0,12917.888218246482
6518,8500.0,7938.528344057491
5888,6800.0,7880.905344831303
8968,22600.0,25291.304928364334
5707,11600.0,13617.533086165786
1559,10400.0,11586.653984619532
8009,15900.0,11756.282879486122
4209,13700.0,21842.86443163789
3204,8200.0,6151.902368318877
5648,3300.0,9212.146406827344
6421,9400.0,7811.827847870887
4309,6600.0,9007.72789899487
4053,17900.0,13550.759551811461
4328,3600.0,5393.935169958565
2807,18000.0,12915.145722133762
7741,5900.0,6432.145423441754
1354,6700.0,8208.509874287254
8578,12200.0,8077.717273136961
3662,5900.0,8742.158090146391
3325,22000.0,21027.912087713186
6146,2500.0,8326.62743392103
4949,8200.0,6802.797832025639
748,10300.0,12831.207681768683
4345,9100.0,8225.185344791042
1941,12700.0,9512.360027725877
4614,11200.0,9991.685800137737
7320,14300.0,11479.792491597707
576,12000.0,10851.488337984465
8985,12100.0,10061.226274844867
3653,30000.0,25263.06321759191
3910,11300.0,10414.613785235686
1126,8900.0,7821.268617602721
7071,9600.0,8699.898147986205
6253,17200.0,13733.302346706958
7054,9100.0,8507.180863984853
7068,7700.0,6020.28126142798
5396,6700.0,10056.698467754304
9333,8800.0,10882.584918799845
2098,20700.0,26267.82913939141
8565,12400.0,10721.86643243639
4562,4800.0,6152.670484260906
7128,4500.0,4905.283748450316
6301,14100.0,10065.602604100595
1349,7200.0,5954.274701927065
6641,2500.0,7126.241925380701
6594,12700.0,9438.492300696005
8727,22900.0,25703.925683861333
7880,12700.0,11204.290176528782
9178,18700.0,13435.267669729075
664,39000.0,26991.307009607473
8235,13400.0,11403.706337399737
1963,2500.0,3997.3987726770906
841,9900.0,6706.281897882899
2859,9300.0,9764.189545039466
7073,7600.0,8648.261068026593
1851,13100.0,12406.41856388396
2029,3300.0,6185.690180517625
4373,8300.0,10925.80447169806
833,13100.0,10811.517073319228
2970,12700.0,9978.430405477533
2150,11000.0,9897.07083660912
872,9400.0,13494.628467697485
4921,2500.0,6840.343119504874
7615,11400.0,11334.84435849881
7826,10900.0,9651.88269627517
6360,22400.0,26006.781267032395
6657,9400.0,8683.857311576308
6199,2500.0,6754.79786479651
5640,26300.0,26224.89607694118
4509,12600.0,11925.09197242125
6060,11900.0,12767.030704044239
6129,2500.0,3480.2592828787733
5436,24600.0,23692.097041267007
4872,5700.0,11654.55281030603
1807,8300.0,11526.39785204438
510,4400.0,6231.721335920024
2302,4700.0,5693.4031767030365
5464,6000.0,5652.379250033277
9486,28100.0,23080.403646514962
5654,9000.0,9564.93553320462
1888,6000.0,5628.279568769764
2132,5600.0,4827.731512159315
7207,8300.0,10415.581854003694
4280,13000.0,8516.109042741695
7363,9900.0,9828.605173680076
411,16400.0,8804.765479619911
613,8700.0,7568.7082267491405
8568,2500.0,4408.900053264399
4275,6800.0,7967.490823148807
6216,3900.0,5543.86232981042
1430,4400.0,3991.689946519614
9330,6200.0,8723.150902596359
6725,41700.0,26055.10268602584
5217,7000.0,9733.015010524481
7258,9900.0,11042.158934471247
4284,5800.0,6240.943098212229
7971,2500.0,4602.890417896116
1615,4200.0,3556.2694276214997
3784,13400.0,10848.197304957524
1417,20100.0,27967.23191084093
3381,12400.0,8946.947206411229
4801,9800.0,9505.662198049185
5427,8300.0,8332.669288024541
604,12900.0,11813.127609105977
4740,5700.0,7460.6914127759865
5552,9500.0,10529.6250539668
30,13800.0,11817.227323930563
4336,6900.0,3884.693535890993
9142,15300.0,7875.84781350234
263,27000.0,25703.925683861333
8767,9500.0,8162.5997665148325
247,7200.0,12244.077079752318
3688,4400.0,9775.764138983086
852,8400.0,10541.788877595576
5998,13300.0,12270.730816107254
4791,24200.0,26230.338011936197
199,6900.0,6582.927867306378
532,4400.0,7240.114492653737
485,4900.0,6749.9624837096435
4715,6100.0,7060.583618573095
1222,14500.0,14422.872149672543
5471,10300.0,9688.314918225178
2707,7200.0,9515.31998472107
5711,9800.0,11856.997286689577
455,11400.0,9051.590437716897
8398,8800.0,10716.088193771306
1197,9300.0,10181.07321217716
9350,5900.0,6647.642401027554
1721,6400.0,9654.474694356979
8734,8600.0,7099.492035165124
5637,7300.0,11182.580612947962
2620,9100.0,10740.791433591296
2816,9400.0,5668.102013907383
9242,4100.0,10387.58351219599
6363,10300.0,9474.367878049236
2245,8900.0,13613.12800121618
8545,26300.0,24512.84143601059
7202,13600.0,23161.14953396085
4756,11300.0,9176.77241283225
862,2900.0,6812.668959482681
46,9700.0,11398.741199336191
947,8700.0,7981.618848854052
